date,samplers,treatment,tank_rep,tank,time_point,oyster_ID,wet_weight_g,shell_height_mm,shell_length_mm,shell_width_mm,health_vitality,condition,mantle_recession,conchiolin_deposits,digestive_gland_colouration,lesion,tray_weight_g,tray_tissue_wet_weight_g,tissue_wet_weight_g,tray_tissue_dry_weight_g,tissue_dry_weight_g,comments,Photo ID#,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,1,10,end,1,276.75,137.5,70.5,50.5,n,2,0,0,0,0,6.0274,47.0768,41.0494,17.4092,11.3818,,1460,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,1,10,end,2,112.70,106.0,57.0,33.0,n,2,1,1,0,0,6.0676,24.1686,18.1010,11.0275,4.9599,,1461,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,1,10,end,3,74.96,83.0,61.0,29.5,n,2,1,1,0,0,6.0193,19.0260,13.0067,9.6997,3.6804,,1462,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,1,10,end,4,50.80,83.5,50.5,22.0,n,2,2,2,0,0,6.0007,12.9146,6.9139,7.6263,1.6256,,1463,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,1,10,end,5,52.39,71.5,51.0,29.0,n,2,1,0,0,0,6.074,11.4391,5.3651,7.3255,1.2515,,1464,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,2,23,end,6,184.46,113.0,71.5,36.5,n,1,1,0,0,0,6.0121,30.5369,24.5248,11.9909,5.9788,,1465,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,2,23,end,7,77.15,87.5,56.0,29.0,n,1,1,0,0,0,6.0611,16.7630,10.7019,8.9542,2.8931,,1466,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,2,23,end,8,82.76,87.0,63.5,34.0,n,2,0,0,0,0,6.0611,22.1947,16.1336,10.2829,4.2218,,1467,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,2,23,end,9,44.60,81.5,47.5,23.5,n,1,1,0,0,0,6.1356,12.1680,6.0324,7.6705,1.5349,,1468,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,2,23,end,10,46.93,77.5,45.5,27.5,n,2,0,1,0,0,6.0978,12.7027,6.6049,7.5933,1.4955,,1469,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,3,40,end,11,269.88,122.0,71.5,42.0,n,2,0,0,0,0,6.0666,48.5152,42.4486,16.3740,10.3074,,1470,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,3,40,end,12,280.21,137.0,83.5,45.5,n,3,0,0,0,0,6.0353,57.3585,51.3232,20.6383,14.6030,,1471,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,3,40,end,13,85.62,94.0,68.5,26.0,n,2,0,0,0,1,5.9863,19.7750,13.7887,9.6490,3.6627,,1472,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,3,40,end,14,77.64,89.5,64.5,31.0,n,2,1,0,0,0,6.0734,21.1765,15.1031,9.9553,3.8819,,1473,
2023-02-23,"JE, KR, SM, IG, MF, CJ",ambient,3,40,end,15,56.37,82.0,50.0,23.5,n,2,1,1,0,0,5.9597,13.7197,7.7600,7.3199,1.3602,,1474,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,1,8,end,16,146.67,125.5,75.5,34.0,n,2,0,0,0,1,6.0142,37.6596,31.6454,14.1880,8.1738,,1475,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,1,8,end,17,109.50,97.5,54.0,35.5,n,2,0,0,0,0,6.0702,20.9367,14.8665,9.3365,3.2663,,1476,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,1,8,end,18,72.61,105.0,45.0,23.0,n,2,1,1,0,1,6.0432,16.1090,10.0658,8.3858,2.3426,,1477,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,1,8,end,19,50.29,74.5,59.5,23.0,n,2,1,0,0,0,6.0763,10.8612,4.7849,7.1863,1.1100,,1478,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,1,8,end,20,40.20,75.5,40.5,27.5,n,2,0,0,0,0,6.0273,11.6564,5.6291,7.4762,1.4489,,1479,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,2,17,end,21,233.02,129.5,79.5,41.0,n,3,1,0,0,1,6.0869,52.5278,46.4409,17.6559,11.5690,"lesions on mantle, diffuse and black",1480,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,2,17,end,22,102.98,88.0,73.5,21.0,n,3,0,1,0,0,6.0838,26.4342,20.3504,11.3511,5.2673,,1481,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,2,17,end,23,83.22,97.5,49.0,27.5,n,3,0,2,0,0,5.9831,18.1139,12.1308,8.4098,2.4267,,1482,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,2,17,end,24,35.62,79.0,39.0,18.5,w,1,1,2,0,0,6.111,9.7906,3.6796,6.8899,0.7789,,1483,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,2,17,end,25,36.81,72.5,40.5,24.0,w,1,2,0,0,1,6.0808,9.9330,3.8522,6.7669,0.6861,,1484,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,3,39,end,26,213.30,127.5,71.5,41.0,n,2,1,0,0,0,6.0034,32.1844,26.1810,12.0831,6.0797,boring sponge (brown spots inside top shell),1485,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,3,39,end,27,181.78,118.0,74.5,42.5,n,3,0,0,0,0,6.023,41.0174,34.9944,15.4167,9.3937,,1486,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,3,39,end,28,89.99,94.0,47.5,32.0,n,2,1,1,0,0,6.0563,21.5985,15.5422,10.0530,3.9967,,1487,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,3,39,end,29,35.85,74.5,50.0,19.0,n,2,1,0,0,0,6.0994,9.4908,3.3914,6.7423,0.6429,,1488,
2023-02-23,"JE, KR, SM, IG, MF, CJ",mid,3,39,end,30,45.02,70.5,52.0,25.0,n,2,1,1,0,0,6.0462,10.0662,4.0200,6.8703,0.8241,,1489,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,1,18,end,31,246.32,130.0,70.0,50.5,n,3,0,0,0,0,6.1021,48.8348,42.7327,17.0858,10.9837,,1490,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,1,18,end,32,88.01,93.5,60.0,31.0,n,2,1,1,0,0,6.0137,21.3499,15.3362,10.1439,4.1302,,1491,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,1,18,end,33,79.86,103.5,59.0,27.5,n,2,1,1,0,0,6.0445,17.0648,11.0203,8.8779,2.8334,,1492,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,1,18,end,34,55.32,78.5,45.0,27.5,n,1,1,2,0,0,6.0278,10.5323,4.5045,6.8977,0.8699,,1493,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,1,18,end,35,45.28,75.0,40.0,29.0,n,2,1,0,0,0,6.0876,11.4884,5.4008,7.3396,1.2520,,1494,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,2,24,end,36,165.91,117.0,66.0,34.5,n,3,0,1,0,0,6.0206,38.3194,32.2988,13.9932,7.9726,,1495,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,2,24,end,37,139.12,106.5,64.0,45.5,n,2,1,0,0,0,6.114,30.7822,24.6682,11.9833,5.8693,,1496,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,2,24,end,38,62.56,83.5,48.0,29.0,w,1,1,0,0,0,6.0312,14.2938,8.2626,7.8775,1.8463,,1497,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,2,24,end,39,60.75,81.5,51.0,26.0,n,2,2,0,0,0,6.0885,12.8460,6.7575,7.4529,1.3644,,1498,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,2,24,end,40,61.08,82.5,52.0,28.0,n,2,1,2,0,0,6.0705,12.1219,6.0514,7.2558,1.1853,,1499,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,3,32,end,41,179.24,122.0,76.0,36.5,n,3,0,0,0,0,6.0289,35.6732,29.6443,12.4383,6.4094,boring sponge,1500,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,3,32,end,42,50.78,77.0,51.0,27.0,n,2,1,1,0,0,5.9694,12.6399,6.6705,7.3766,1.4072,,1501,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,3,32,end,43,52.04,75.0,50.5,27.0,n,2,1,0,0,0,6.0134,11.4706,5.4572,7.1576,1.1442,,1502,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,3,32,end,44,44.24,73.0,49.0,24.5,n,2,1,1,0,0,6.1208,10.4161,4.2953,7.0843,0.9635,,1503,
2023-02-23,"JE, KR, SM, IG, MF, CJ",high,3,32,end,45,61.87,77.5,55.5,27.0,n,2,0,2,0,0,6.0731,14.7914,8.7183,8.0390,1.9659,,1504,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
